These results were downloaded and refreshed on June      25, 2025 at 0:00 a.m. ET. / Ces résultats ont été téléchargés et rafraichis le 25 juin 2025 à 0h HE.													
Electoral district number - Numéro de la circonscription	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname - Nom de famille	Middle name(s) - Autre(s) prénom(s)	Given name - Prénom	Political affiliation	Appartenance politique	Votes obtained - Votes obtenus	% Votes obtained - Votes obtenus %	Rejected ballots - Bulletins rejetés***	Total number of ballots cast - Nombre total de votes déposés
46003	Elmwood--Transcona	Elmwood--Transcona	validated	validés	MacIntyre		Ian	Liberal	Libéral	10512	22.4	316	47146
46003	Elmwood--Transcona	Elmwood--Transcona	validated	validés	Reynolds		Colin	Conservative	Conservateur	19463	41.6	316	47146
46003	Elmwood--Transcona	Elmwood--Transcona	validated	validés	Watson		Collin	People's Party - PPC	Parti populaire - PPC	396	.8	316	47146
46004	Kildonan--St. Paul	Kildonan--St. Paul	preliminary	préliminaires	Clark		Emily	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3853	6.9	0	55523
46004	Kildonan--St. Paul	Kildonan--St. Paul	preliminary	préliminaires	Dancho		Raquel	Conservative	Conservateur	26366	47.5	0	55523
46004	Kildonan--St. Paul	Kildonan--St. Paul	preliminary	préliminaires	Holmes		Erik	People's Party - PPC	Parti populaire - PPC	486	.9	0	55523
46004	Kildonan--St. Paul	Kildonan--St. Paul	preliminary	préliminaires	Naaykens		Thomas	Liberal	Libéral	24818	44.7	0	55523
46004	Kildonan--St. Paul	Kildonan--St. Paul	validated	validés	Clark		Emily	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3863	7	351	55872
46004	Kildonan--St. Paul	Kildonan--St. Paul	validated	validés	Dancho		Raquel	Conservative	Conservateur	26364	47.5	351	55872
46004	Kildonan--St. Paul	Kildonan--St. Paul	validated	validés	Holmes		Erik	People's Party - PPC	Parti populaire - PPC	486	.9	351	55872
46004	Kildonan--St. Paul	Kildonan--St. Paul	validated	validés	Naaykens		Thomas	Liberal	Libéral	24808	44.7	351	55872
46005	Portage--Lisgar	Portage--Lisgar	preliminary	préliminaires	Gibson		Janine G.	Green Party	Parti Vert	595	1.3	0	45970
46005	Portage--Lisgar	Portage--Lisgar	preliminary	préliminaires	Kreis		Robert	Liberal	Libéral	10493	22.8	0	45970
46005	Portage--Lisgar	Portage--Lisgar	preliminary	préliminaires	Larson		Kevin	People's Party - PPC	Parti populaire - PPC	977	2.1	0	45970
46005	Portage--Lisgar	Portage--Lisgar	preliminary	préliminaires	Leslie		Branden	Conservative	Conservateur	31889	69.4	0	45970
46005	Portage--Lisgar	Portage--Lisgar	preliminary	préliminaires	Tessier		Lisa	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2016	4.4	0	45970
46005	Portage--Lisgar	Portage--Lisgar	validated	validés	Gibson		Janine G.	Green Party	Parti Vert	595	1.3	335	46300
46005	Portage--Lisgar	Portage--Lisgar	validated	validés	Kreis		Robert	Liberal	Libéral	10493	22.8	335	46300
46005	Portage--Lisgar	Portage--Lisgar	validated	validés	Larson		Kevin	People's Party - PPC	Parti populaire - PPC	977	2.1	335	46300
46005	Portage--Lisgar	Portage--Lisgar	validated	validés	Leslie		Branden	Conservative	Conservateur	31889	69.4	335	46300
46005	Portage--Lisgar	Portage--Lisgar	validated	validés	Tessier		Lisa	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2011	4.4	335	46300
46006	Provencher	Provencher	preliminary	préliminaires	Falk		Ted	Conservative	Conservateur	34364	66.1	0	52004
46006	Provencher	Provencher	preliminary	préliminaires	Gautron		Noël	People's Party - PPC	Parti populaire - PPC	943	1.8	0	52004
46006	Provencher	Provencher	preliminary	préliminaires	Kirczenow		Trevor	Liberal	Libéral	13594	26.1	0	52004
46006	Provencher	Provencher	preliminary	préliminaires	Mahaffy		Blair	Green Party	Parti Vert	705	1.4	0	52004
46006	Provencher	Provencher	preliminary	préliminaires	Schmidt		Brandy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2398	4.6	0	52004
46006	Provencher	Provencher	validated	validés	Falk		Ted	Conservative	Conservateur	34364	66.3	383	52186
46006	Provencher	Provencher	validated	validés	Gautron		Noël	People's Party - PPC	Parti populaire - PPC	942	1.8	383	52186
46006	Provencher	Provencher	validated	validés	Kirczenow		Trevor	Liberal	Libéral	13394	25.9	383	52186
46006	Provencher	Provencher	validated	validés	Mahaffy		Blair	Green Party	Parti Vert	705	1.4	383	52186
46006	Provencher	Provencher	validated	validés	Schmidt		Brandy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2398	4.6	383	52186
46007	Riding Mountain	Mont-Riding	preliminary	préliminaires	Clayton		Liz	Green Party	Parti Vert	551	1.3	0	41952
46007	Riding Mountain	Mont-Riding	preliminary	préliminaires	Hayward		Terry	Liberal	Libéral	9524	22.7	0	41952
46007	Riding Mountain	Mont-Riding	preliminary	préliminaires	Maxwell		Andrew Douglas	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3146	7.5	0	41952
46007	Riding Mountain	Mont-Riding	preliminary	préliminaires	Mazier		Dan	Conservative	Conservateur	28165	67.1	0	41952
46007	Riding Mountain	Mont-Riding	preliminary	préliminaires	Oliver		Jim	People's Party - PPC	Parti populaire - PPC	566	1.3	0	41952
46007	Riding Mountain	Mont-Riding	validated	validés	Clayton		Liz	Green Party	Parti Vert	547	1.3	265	42138
46007	Riding Mountain	Mont-Riding	validated	validés	Hayward		Terry	Liberal	Libéral	9281	22.2	265	42138
46007	Riding Mountain	Mont-Riding	validated	validés	Maxwell		Andrew Douglas	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3072	7.3	265	42138
46007	Riding Mountain	Mont-Riding	validated	validés	Mazier		Dan	Conservative	Conservateur	28409	67.8	265	42138
46007	Riding Mountain	Mont-Riding	validated	validés	Oliver		Jim	People's Party - PPC	Parti populaire - PPC	564	1.3	265	42138
46008	St. Boniface--St. Vital	Saint-Boniface--Saint-Vital	preliminary	préliminaires	Agboola		Shola	Conservative	Conservateur	17625	32.3	0	54522
46008	St. Boniface--St. Vital	Saint-Boniface--Saint-Vital	preliminary	préliminaires	Lavack		Ginette	Liberal	Libéral	32599	59.8	0	54522
46008	St. Boniface--St. Vital	Saint-Boniface--Saint-Vital	preliminary	préliminaires	Linner		Thomas	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3775	6.9	0	54522
46008	St. Boniface--St. Vital	Saint-Boniface--Saint-Vital	preliminary	préliminaires	Pelletier		Gilles	People's Party - PPC	Parti populaire - PPC	523	1	0	54522
46008	St. Boniface--St. Vital	Saint-Boniface--Saint-Vital	validated	validés	Agboola		Shola	Conservative	Conservateur	17625	32.3	410	54930
46008	St. Boniface--St. Vital	Saint-Boniface--Saint-Vital	validated	validés	Lavack		Ginette	Liberal	Libéral	32599	59.8	410	54930
46008	St. Boniface--St. Vital	Saint-Boniface--Saint-Vital	validated	validés	Linner		Thomas	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3773	6.9	410	54930
46008	St. Boniface--St. Vital	Saint-Boniface--Saint-Vital	validated	validés	Pelletier		Gilles	People's Party - PPC	Parti populaire - PPC	523	1	410	54930
46009	Selkirk--Interlake--Eastman	Selkirk--Interlake--Eastman	preliminary	préliminaires	Bezan		James	Conservative	Conservateur	32791	60.1	0	54516
46009	Selkirk--Interlake--Eastman	Selkirk--Interlake--Eastman	preliminary	préliminaires	Estabrooks		Josef	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3535	6.5	0	54516
46009	Selkirk--Interlake--Eastman	Selkirk--Interlake--Eastman	preliminary	préliminaires	Gryba		Byron	People's Party - PPC	Parti populaire - PPC	473	.9	0	54516
46009	Selkirk--Interlake--Eastman	Selkirk--Interlake--Eastman	preliminary	préliminaires	James		Wayne	Green Party	Parti Vert	729	1.3	0	54516
46009	Selkirk--Interlake--Eastman	Selkirk--Interlake--Eastman	preliminary	préliminaires	Nichol		Rhonda	Liberal	Libéral	16575	30.4	0	54516
46009	Selkirk--Interlake--Eastman	Selkirk--Interlake--Eastman	preliminary	préliminaires	Riddell		Chris	United Party of Canada (UP)	Parti Uni du Canada (UP)	413	.8	0	54516
46009	Selkirk--Interlake--Eastman	Selkirk--Interlake--Eastman	validated	validés	Bezan		James	Conservative	Conservateur	32788	60.2	331	54810
46009	Selkirk--Interlake--Eastman	Selkirk--Interlake--Eastman	validated	validés	Estabrooks		Josef	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3535	6.5	331	54810
46009	Selkirk--Interlake--Eastman	Selkirk--Interlake--Eastman	validated	validés	Gryba		Byron	People's Party - PPC	Parti populaire - PPC	473	.9	331	54810
46009	Selkirk--Interlake--Eastman	Selkirk--Interlake--Eastman	validated	validés	James		Wayne	Green Party	Parti Vert	709	1.3	331	54810
46009	Selkirk--Interlake--Eastman	Selkirk--Interlake--Eastman	validated	validés	Nichol		Rhonda	Liberal	Libéral	16570	30.4	331	54810
46009	Selkirk--Interlake--Eastman	Selkirk--Interlake--Eastman	validated	validés	Riddell		Chris	United Party of Canada (UP)	Parti Uni du Canada (UP)	404	.7	331	54810
46010	Winnipeg Centre	Winnipeg-Centre	preliminary	préliminaires	Bambrick		Tom	Conservative	Conservateur	7658	22.4	0	34259
46010	Winnipeg Centre	Winnipeg-Centre	preliminary	préliminaires	Gazan		Leah	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	13524	39.5	0	34259
46010	Winnipeg Centre	Winnipeg-Centre	preliminary	préliminaires	Gervais		Gary	Green Party	Parti Vert	389	1.1	0	34259
46010	Winnipeg Centre	Winnipeg-Centre	preliminary	préliminaires	Grant		Donald	People's Party - PPC	Parti populaire - PPC	367	1.1	0	34259
46010	Winnipeg Centre	Winnipeg-Centre	preliminary	préliminaires	Walia		Rahul	Liberal	Libéral	12108	35.3	0	34259
46010	Winnipeg Centre	Winnipeg-Centre	preliminary	préliminaires	Wall		Debra	Animal Protection Party	Parti Protection Animaux	213	.6	0	34259
46010	Winnipeg Centre	Winnipeg-Centre	validated	validés	Bambrick		Tom	Conservative	Conservateur	7658	22.3	371	34660
46010	Winnipeg Centre	Winnipeg-Centre	validated	validés	Gazan		Leah	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	13524	39.4	371	34660
46010	Winnipeg Centre	Winnipeg-Centre	validated	validés	Gervais		Gary	Green Party	Parti Vert	389	1.1	371	34660
46010	Winnipeg Centre	Winnipeg-Centre	validated	validés	Grant		Donald	People's Party - PPC	Parti populaire - PPC	367	1.1	371	34660
46010	Winnipeg Centre	Winnipeg-Centre	validated	validés	Walia		Rahul	Liberal	Libéral	12138	35.4	371	34660
46010	Winnipeg Centre	Winnipeg-Centre	validated	validés	Wall		Debra	Animal Protection Party	Parti Protection Animaux	213	.6	371	34660
46011	Winnipeg North	Winnipeg-Nord	preliminary	préliminaires	Akinrogunde		Adebayo	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2037	6.1	0	33441
46011	Winnipeg North	Winnipeg-Nord	preliminary	préliminaires	Bailon		Jessica	People's Party - PPC	Parti populaire - PPC	265	.8	0	33441
46011	Winnipeg North	Winnipeg-Nord	preliminary	préliminaires	Borbridge		Sarah	Communist	Communiste	112	.3	0	33441
46011	Winnipeg North	Winnipeg-Nord	preliminary	préliminaires	Brydges		Angela	Green Party	Parti Vert	193	.6	0	33441
46011	Winnipeg North	Winnipeg-Nord	preliminary	préliminaires	Lamoureux		Kevin	Liberal	Libéral	19326	57.8	0	33441
46011	Winnipeg North	Winnipeg-Nord	preliminary	préliminaires	Punzalan		Rachel	Conservative	Conservateur	11508	34.4	0	33441
46011	Winnipeg North	Winnipeg-Nord	validated	validés	Akinrogunde		Adebayo	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2059	6	270	34443
46011	Winnipeg North	Winnipeg-Nord	validated	validés	Bailon		Jessica	People's Party - PPC	Parti populaire - PPC	274	.8	270	34443
46011	Winnipeg North	Winnipeg-Nord	validated	validés	Borbridge		Sarah	Communist	Communiste	114	.3	270	34443
46011	Winnipeg North	Winnipeg-Nord	validated	validés	Brydges		Angela	Green Party	Parti Vert	194	.6	270	34443
46011	Winnipeg North	Winnipeg-Nord	validated	validés	Lamoureux		Kevin	Liberal	Libéral	19792	57.9	270	34443
46011	Winnipeg North	Winnipeg-Nord	validated	validés	Punzalan		Rachel	Conservative	Conservateur	11740	34.4	270	34443
46012	Winnipeg South	Winnipeg-Sud	preliminary	préliminaires	Bjornson		Joanne	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2093	4.5	0	46423
46012	Winnipeg South	Winnipeg-Sud	preliminary	préliminaires	Duguid		Terry	Liberal	Libéral	27287	58.8	0	46423
46012	Winnipeg South	Winnipeg-Sud	preliminary	préliminaires	Fehr		Johann Rempel	People's Party - PPC	Parti populaire - PPC	427	.9	0	46423
46012	Winnipeg South	Winnipeg-Sud	preliminary	préliminaires	Kaur		Manjit	Green Party	Parti Vert	301	.6	0	46423
46012	Winnipeg South	Winnipeg-Sud	preliminary	préliminaires	Morley-Lecomte		Janice	Conservative	Conservateur	16315	35.1	0	46423
46012	Winnipeg South	Winnipeg-Sud	validated	validés	Bjornson		Joanne	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2114	4.6	338	46657
46012	Winnipeg South	Winnipeg-Sud	validated	validés	Duguid		Terry	Liberal	Libéral	27337	59	338	46657
46012	Winnipeg South	Winnipeg-Sud	validated	validés	Fehr		Johann Rempel	People's Party - PPC	Parti populaire - PPC	385	.8	338	46657
46012	Winnipeg South	Winnipeg-Sud	validated	validés	Kaur		Manjit	Green Party	Parti Vert	231	.5	338	46657
46012	Winnipeg South	Winnipeg-Sud	validated	validés	Morley-Lecomte		Janice	Conservative	Conservateur	16252	35.1	338	46657
46013	Winnipeg South Centre	Winnipeg-Centre-Sud	preliminary	préliminaires	Brousseau		Royden	Conservative	Conservateur	14748	27.7	0	53180
46013	Winnipeg South Centre	Winnipeg-Centre-Sud	preliminary	préliminaires	Carr		Ben	Liberal	Libéral	33834	63.6	0	53180
46013	Winnipeg South Centre	Winnipeg-Centre-Sud	preliminary	préliminaires	Cummings		Jaclyn	People's Party - PPC	Parti populaire - PPC	272	.5	0	53180
46013	Winnipeg South Centre	Winnipeg-Centre-Sud	preliminary	préliminaires	Palsson		Tait	Independent	Indépendant(e)	99	.2	0	53180
46013	Winnipeg South Centre	Winnipeg-Centre-Sud	preliminary	préliminaires	Petriew		Chris	Green Party	Parti Vert	450	.8	0	53180
46013	Winnipeg South Centre	Winnipeg-Centre-Sud	preliminary	préliminaires	Requena Ramos		Jorge	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3463	6.5	0	53180
46013	Winnipeg South Centre	Winnipeg-Centre-Sud	preliminary	préliminaires	Scott		Cam	Communist	Communiste	314	.6	0	53180
46013	Winnipeg South Centre	Winnipeg-Centre-Sud	validated	validés	Brousseau		Royden	Conservative	Conservateur	14748	27.7	300	53478
46013	Winnipeg South Centre	Winnipeg-Centre-Sud	validated	validés	Carr		Ben	Liberal	Libéral	33834	63.6	300	53478
46013	Winnipeg South Centre	Winnipeg-Centre-Sud	validated	validés	Cummings		Jaclyn	People's Party - PPC	Parti populaire - PPC	272	.5	300	53478
46013	Winnipeg South Centre	Winnipeg-Centre-Sud	validated	validés	Palsson		Tait	Independent	Indépendant(e)	97	.2	300	53478
46013	Winnipeg South Centre	Winnipeg-Centre-Sud	validated	validés	Petriew		Chris	Green Party	Parti Vert	450	.8	300	53478
46013	Winnipeg South Centre	Winnipeg-Centre-Sud	validated	validés	Requena Ramos		Jorge	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3463	6.5	300	53478
46013	Winnipeg South Centre	Winnipeg-Centre-Sud	validated	validés	Scott		Cam	Communist	Communiste	314	.6	300	53478
46014	Winnipeg West	Winnipeg-Ouest	preliminary	préliminaires	Bayomi		Dennis	Green Party	Parti Vert	444	.8	0	55636
46014	Winnipeg West	Winnipeg-Ouest	preliminary	préliminaires	Eyolfson		Doug	Liberal	Libéral	30275	54.4	0	55636
46014	Winnipeg West	Winnipeg-Ouest	preliminary	préliminaires	Morantz		Marty	Conservative	Conservateur	22669	40.7	0	55636
46014	Winnipeg West	Winnipeg-Ouest	preliminary	préliminaires	Selby-Lyons		Avery	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2248	4	0	55636
46014	Winnipeg West	Winnipeg-Ouest	validated	validés	Bayomi		Dennis	Green Party	Parti Vert	438	.8	325	55916
46014	Winnipeg West	Winnipeg-Ouest	validated	validés	Eyolfson		Doug	Liberal	Libéral	30276	54.5	325	55916
46014	Winnipeg West	Winnipeg-Ouest	validated	validés	Morantz		Marty	Conservative	Conservateur	22659	40.8	325	55916
46014	Winnipeg West	Winnipeg-Ouest	validated	validés	Selby-Lyons		Avery	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2218	4	325	55916
47001	Battlefords--Lloydminster--Meadow Lake	Battlefords--Lloydminster--Meadow Lake	preliminary	préliminaires	Falk		Rosemarie	Conservative	Conservateur	28628	75.8	0	37743
47001	Battlefords--Lloydminster--Meadow Lake	Battlefords--Lloydminster--Meadow Lake	preliminary	préliminaires	Ingram		Larry	Liberal	Libéral	7038	18.6	0	37743
47001	Battlefords--Lloydminster--Meadow Lake	Battlefords--Lloydminster--Meadow Lake	preliminary	préliminaires	Patan		Darrell	CFP	PAC	264	.7	0	37743
47001	Battlefords--Lloydminster--Meadow Lake	Battlefords--Lloydminster--Meadow Lake	preliminary	préliminaires	Petryk		William	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1813	4.8	0	37743
47001	Battlefords--Lloydminster--Meadow Lake	Battlefords--Lloydminster--Meadow Lake	validated	validés	Falk		Rosemarie	Conservative	Conservateur	28634	75.8	290	38077
47001	Battlefords--Lloydminster--Meadow Lake	Battlefords--Lloydminster--Meadow Lake	validated	validés	Ingram		Larry	Liberal	Libéral	7073	18.7	290	38077
47001	Battlefords--Lloydminster--Meadow Lake	Battlefords--Lloydminster--Meadow Lake	validated	validés	Patan		Darrell	CFP	PAC	264	.7	290	38077
47001	Battlefords--Lloydminster--Meadow Lake	Battlefords--Lloydminster--Meadow Lake	validated	validés	Petryk		William	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1816	4.8	290	38077
47002	Carlton Trail--Eagle Creek	Sentier Carlton--Eagle Creek	preliminary	préliminaires	Block		Kelly	Conservative	Conservateur	36426	77.4	0	47050
47002	Carlton Trail--Eagle Creek	Sentier Carlton--Eagle Creek	preliminary	préliminaires	Loadman		Cheryl	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2616	5.6	0	47050
47002	Carlton Trail--Eagle Creek	Sentier Carlton--Eagle Creek	preliminary	préliminaires	Zimmer		Katelyn	Liberal	Libéral	8008	17	0	47050
47002	Carlton Trail--Eagle Creek	Sentier Carlton--Eagle Creek	validated	validés	Block		Kelly	Conservative	Conservateur	36427	77.4	312	47363
47002	Carlton Trail--Eagle Creek	Sentier Carlton--Eagle Creek	validated	validés	Loadman		Cheryl	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2616	5.6	312	47363
47002	Carlton Trail--Eagle Creek	Sentier Carlton--Eagle Creek	validated	validés	Zimmer		Katelyn	Liberal	Libéral	8008	17	312	47363
47003	Desnethé--Missinippi--Churchill River	Desnethé--Missinippi--Rivière Churchill	preliminary	préliminaires	Belanger		Buckley	Liberal	Libéral	5876	65.1	0	9027
47003	Desnethé--Missinippi--Churchill River	Desnethé--Missinippi--Rivière Churchill	preliminary	préliminaires	Lemaigre		Jim	Conservative	Conservateur	2301	25.5	0	9027
47003	Desnethé--Missinippi--Churchill River	Desnethé--Missinippi--Rivière Churchill	preliminary	préliminaires	Racine		Doug	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	850	9.4	0	9027
47003	Desnethé--Missinippi--Churchill River	Desnethé--Missinippi--Rivière Churchill	validated	validés	Belanger		Buckley	Liberal	Libéral	5876	65.1	90	9117
47003	Desnethé--Missinippi--Churchill River	Desnethé--Missinippi--Rivière Churchill	validated	validés	Lemaigre		Jim	Conservative	Conservateur	2301	25.5	90	9117
47003	Desnethé--Missinippi--Churchill River	Desnethé--Missinippi--Rivière Churchill	validated	validés	Racine		Doug	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	850	9.4	90	9117
47004	Moose Jaw--Lake Centre--Lanigan	Moose Jaw--Lake Centre--Lanigan	preliminary	préliminaires	Baumann		Britt	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3462	7.5	0	45922
47004	Moose Jaw--Lake Centre--Lanigan	Moose Jaw--Lake Centre--Lanigan	preliminary	préliminaires	Craik		Chey	People's Party - PPC	Parti populaire - PPC	1353	2.9	0	45922
47004	Moose Jaw--Lake Centre--Lanigan	Moose Jaw--Lake Centre--Lanigan	preliminary	préliminaires	Gardiner		Mike	Green Party	Parti Vert	411	.9	0	45922
47004	Moose Jaw--Lake Centre--Lanigan	Moose Jaw--Lake Centre--Lanigan	preliminary	préliminaires	Mukamusoni		Tabitha	Liberal	Libéral	7664	16.7	0	45922
47004	Moose Jaw--Lake Centre--Lanigan	Moose Jaw--Lake Centre--Lanigan	preliminary	préliminaires	Tolmie		Fraser	Conservative	Conservateur	33032	71.9	0	45922
47004	Moose Jaw--Lake Centre--Lanigan	Moose Jaw--Lake Centre--Lanigan	validated	validés	Baumann		Britt	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3458	7.5	257	46136
47004	Moose Jaw--Lake Centre--Lanigan	Moose Jaw--Lake Centre--Lanigan	validated	validés	Craik		Chey	People's Party - PPC	Parti populaire - PPC	1358	3	257	46136
47004	Moose Jaw--Lake Centre--Lanigan	Moose Jaw--Lake Centre--Lanigan	validated	validés	Gardiner		Mike	Green Party	Parti Vert	411	.9	257	46136
47004	Moose Jaw--Lake Centre--Lanigan	Moose Jaw--Lake Centre--Lanigan	validated	validés	Mukamusoni		Tabitha	Liberal	Libéral	7661	16.7	257	46136
47004	Moose Jaw--Lake Centre--Lanigan	Moose Jaw--Lake Centre--Lanigan	validated	validés	Tolmie		Fraser	Conservative	Conservateur	32991	71.9	257	46136
47005	Prince Albert	Prince Albert	preliminary	préliminaires	Hadubiak		Christopher	Liberal	Libéral	7451	19.2	0	38847
47005	Prince Albert	Prince Albert	preliminary	préliminaires	Hoback		Randy	Conservative	Conservateur	27765	71.5	0	38847
47005	Prince Albert	Prince Albert	preliminary	préliminaires	Kutzan		Virginia	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3631	9.3	0	38847
47005	Prince Albert	Prince Albert	validated	validés	Hadubiak		Christopher	Liberal	Libéral	7451	19.2	348	39192
47005	Prince Albert	Prince Albert	validated	validés	Hoback		Randy	Conservative	Conservateur	27763	71.5	348	39192
47005	Prince Albert	Prince Albert	validated	validés	Kutzan		Virginia	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3630	9.3	348	39192
47006	Regina--Lewvan	Regina--Lewvan	preliminary	préliminaires	Aldinger		Ray	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2573	5.9	0	43973
47006	Regina--Lewvan	Regina--Lewvan	preliminary	préliminaires	Ezizor		Godwin	People's Party - PPC	Parti populaire - PPC	249	.6	0	43973
47006	Regina--Lewvan	Regina--Lewvan	preliminary	préliminaires	Hird		Mac	Liberal	Libéral	18881	42.9	0	43973
47006	Regina--Lewvan	Regina--Lewvan	preliminary	préliminaires	Steinley		Warren	Conservative	Conservateur	21988	50	0	43973
47006	Regina--Lewvan	Regina--Lewvan	preliminary	préliminaires	Wright		Michael	Green Party	Parti Vert	282	.6	0	43973
47006	Regina--Lewvan	Regina--Lewvan	validated	validés	Aldinger		Ray	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2573	5.9	295	44264
47006	Regina--Lewvan	Regina--Lewvan	validated	validés	Ezizor		Godwin	People's Party - PPC	Parti populaire - PPC	243	.6	295	44264
47006	Regina--Lewvan	Regina--Lewvan	validated	validés	Hird		Mac	Liberal	Libéral	18893	43	295	44264
47006	Regina--Lewvan	Regina--Lewvan	validated	validés	Steinley		Warren	Conservative	Conservateur	21988	50	295	44264
47006	Regina--Lewvan	Regina--Lewvan	validated	validés	Wright		Michael	Green Party	Parti Vert	272	.6	295	44264
47007	Regina--Qu'Appelle	Regina--Qu'Appelle	preliminary	préliminaires	Fehler		Dionne	People's Party - PPC	Parti populaire - PPC	441	1	0	42214
47007	Regina--Qu'Appelle	Regina--Qu'Appelle	preliminary	préliminaires	Mian		Rahima	Liberal	Libéral	11373	26.9	0	42214
47007	Regina--Qu'Appelle	Regina--Qu'Appelle	preliminary	préliminaires	Scheer		Andrew	Conservative	Conservateur	27014	64	0	42214
47007	Regina--Qu'Appelle	Regina--Qu'Appelle	preliminary	préliminaires	Simmie		Chris	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3386	8	0	42214
47007	Regina--Qu'Appelle	Regina--Qu'Appelle	validated	validés	Fehler		Dionne	People's Party - PPC	Parti populaire - PPC	441	1	324	42568
47007	Regina--Qu'Appelle	Regina--Qu'Appelle	validated	validés	Mian		Rahima	Liberal	Libéral	11391	27	324	42568
47007	Regina--Qu'Appelle	Regina--Qu'Appelle	validated	validés	Scheer		Andrew	Conservative	Conservateur	27024	64	324	42568
47007	Regina--Qu'Appelle	Regina--Qu'Appelle	validated	validés	Simmie		Chris	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3388	8	324	42568
47008	Regina--Wascana	Regina--Wascana	preliminary	préliminaires	Bruce		Peter	People's Party - PPC	Parti populaire - PPC	321	.7	0	43267
47008	Regina--Wascana	Regina--Wascana	preliminary	préliminaires	Epp		Kimberly	Green Party	Parti Vert	285	.7	0	43267
47008	Regina--Wascana	Regina--Wascana	preliminary	préliminaires	Kram		Michael	Conservative	Conservateur	21737	50.2	0	43267
47008	Regina--Wascana	Regina--Wascana	preliminary	préliminaires	Stadnyk		Kaitlyn	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2079	4.8	0	43267
47008	Regina--Wascana	Regina--Wascana	preliminary	préliminaires	Walters		Jeffrey	Liberal	Libéral	18845	43.6	0	43267
47008	Regina--Wascana	Regina--Wascana	validated	validés	Bruce		Peter	People's Party - PPC	Parti populaire - PPC	326	.7	294	44371
47008	Regina--Wascana	Regina--Wascana	validated	validés	Epp		Kimberly	Green Party	Parti Vert	289	.7	294	44371
47008	Regina--Wascana	Regina--Wascana	validated	validés	Kram		Michael	Conservative	Conservateur	22072	50.1	294	44371
47008	Regina--Wascana	Regina--Wascana	validated	validés	Stadnyk		Kaitlyn	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2138	4.9	294	44371
47008	Regina--Wascana	Regina--Wascana	validated	validés	Walters		Jeffrey	Liberal	Libéral	19252	43.7	294	44371
47009	Saskatoon South	Saskatoon-Sud	preliminary	préliminaires	Gadzella		Jacob	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4498	9	0	49739
47009	Saskatoon South	Saskatoon-Sud	preliminary	préliminaires	Graham		Hamish	Green Party	Parti Vert	310	.6	0	49739
47009	Saskatoon South	Saskatoon-Sud	preliminary	préliminaires	Sarwar		Rokhan	Liberal	Libéral	20107	40.4	0	49739
47009	Saskatoon South	Saskatoon-Sud	preliminary	préliminaires	Waugh		Kevin	Conservative	Conservateur	24516	49.3	0	49739
47009	Saskatoon South	Saskatoon-Sud	preliminary	préliminaires	Wintringham		Richard Brent	People's Party - PPC	Parti populaire - PPC	308	.6	0	49739
47009	Saskatoon South	Saskatoon-Sud	validated	validés	Gadzella		Jacob	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4515	9.1	414	50170
